"Journal Data Filtered By:  Selected JCR Year: 2016 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,,
Rank,Full Journal Title,Total Cites,Journal Impact Factor,5-Year Impact Factor,Eigenfactor Score
10237,International Journal of Sports Science & Coaching,641,0.559,0.801,0.001100
10237,Target-International Journal of Translation Studies,245,0.559,0.778,0.000410
10241,ACTA SCIENTIARUM-AGRONOMY,683,0.558,1.141,0.001500
10241,ANNALES DE PATHOLOGIE,362,0.558,0.554,0.000430
10241,ANNALS OF SAUDI MEDICINE,"1,245",0.558,0.901,0.001690
10241,Australian Journal of Adult Learning,125,0.558,0.531,0.000190
10241,ECONOMICS LETTERS,"6,765",0.558,0.796,0.017510
10241,International Review of Finance,262,0.558,1.431,0.000810
10241,LIBRARY QUARTERLY,474,0.558,0.963,0.000480
10241,POLYMER-KOREA,452,0.558,0.448,0.000310
10241,RAIRO-THEORETICAL INFORMATICS AND APPLICATIONS,210,0.558,0.437,0.000670
10241,Transactions of the Indian Ceramic Society,184,0.558,0.638,0.000250
10251,JOURNAL OF SCIENTIFIC & INDUSTRIAL RESEARCH,"1,829",0.557,0.682,0.001040
10251,PERIODICA POLYTECHNICA-CHEMICAL ENGINEERING,110,0.557,0.546,0.000150
10253,Cement Wapno Beton,141,0.556,0.398,0.000150
10253,Geneva Risk and Insurance Review,67,0.556,0.596,0.000250
10253,ITALIAN JOURNAL OF FOOD SCIENCE,483,0.556,0.427,0.000490
10253,Journal fur Verbraucherschutz und Lebensmittelsicherheit-Journal of Consumer Protection and Food Safety,294,0.556,0.633,0.000590
10253,Journal of Systems Science & Complexity,559,0.556,0.651,0.001060
10253,PROGRAM-ELECTRONIC LIBRARY AND INFORMATION SYSTEMS,330,0.556,0.887,0.000370
10253,PROGRAM-ELECTRONIC LIBRARY AND INFORMATION SYSTEMS,330,0.556,0.887,0.000370
10253,SPE DRILLING & COMPLETION,579,0.556,0.796,0.000650
10253,Transformations in Business & Economics,213,0.556,0.466,0.000230
10262,COLLOQUIUM MATHEMATICUM,"1,013",0.555,0.541,0.002450
10263,Iranian Journal of Radiology,193,0.554,0.625,0.000580
10263,Japan Journal of Nursing Science,172,0.554,0.737,0.000350
10263,Japan Journal of Nursing Science,172,0.554,0.737,0.000350
10263,Oral Radiology,128,0.554,0.451,0.000250
10263,Space and Culture,364,0.554,0.856,0.000530
10263,World Review of Nutrition and Dietetics,498,0.554,Not Available,0.000800
10269,GAYANA,225,0.553,0.560,0.000230
10269,JOURNAL OF HISTORICAL SOCIOLOGY,230,0.553,0.400,0.000340
10269,RUSSIAN JOURNAL OF GENERAL CHEMISTRY,"3,130",0.553,0.454,0.002130
10272,ADVANCES IN GEOMETRY,259,0.552,0.544,0.001990
10272,CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE,"1,639",0.552,0.937,0.003540
10272,DEUTSCHE MEDIZINISCHE WOCHENSCHRIFT,"1,867",0.552,0.458,0.001560
10272,Diachronica,131,0.552,0.488,0.000530
10272,Neurosciences,341,0.552,0.655,0.000600
10277,FERROELECTRICS,"4,488",0.551,0.534,0.002470
10277,OCEANIA,339,0.551,0.566,0.000370
10279,Archives of Mining Sciences,361,0.550,0.610,0.000590
10279,JOURNAL OF LEGAL EDUCATION,234,0.550,0.393,0.000280
10279,PEDIATRIC NEUROSURGERY,"1,833",0.550,0.810,0.000960
10279,RAIRO-OPERATIONS RESEARCH,240,0.550,0.609,0.000370
10279,RUSSIAN JOURNAL OF GENETICS,"1,380",0.550,0.569,0.001260
10279,Spanish Journal of Finance and Accounting-Revista Espanola de Financiacion y Contabilida,138,0.550,0.452,0.000130
10285,Ensenanza de Las Ciencias,446,0.549,0.603,0.000190
10285,JOURNAL OF CHEMICAL CRYSTALLOGRAPHY,985,0.549,0.452,0.000980
10285,JOURNAL OF SEISMIC EXPLORATION,133,0.549,0.375,0.000300
10288,Australian and New Zealand Journal of Family Therapy,209,0.548,0.563,0.000180
10288,BULLETIN OF THE AUSTRALIAN MATHEMATICAL SOCIETY,"1,293",0.548,0.520,0.003100
10288,COMPUTATIONAL GEOMETRY-THEORY AND APPLICATIONS,771,0.548,0.600,0.001630
10288,CRITIQUE OF ANTHROPOLOGY,302,0.548,0.871,0.000620
10288,Engineering Management Journal,350,0.548,0.932,0.000210
10288,Engineering Management Journal,350,0.548,0.932,0.000210
10288,INFINITE DIMENSIONAL ANALYSIS QUANTUM PROBABILITY AND RELATED TOPICS,842,0.548,0.815,0.001420
10288,JOURNAL OF EDUCATIONAL AND PSYCHOLOGICAL CONSULTATION,310,0.548,0.880,0.000190
10288,Journal of Logic Language and Information,248,0.548,Not Available,0.000360
10288,Journal of Public Economic Theory,355,0.548,0.598,0.001210
10288,NEUROCIRUGIA,285,0.548,0.472,0.000320
10288,NORTHWEST SCIENCE,701,0.548,0.771,0.000570
10288,PHYLLOMEDUSA,177,0.548,Not Available,0.000210
10288,SOCIAL BEHAVIOR AND PERSONALITY,"1,836",0.548,0.684,0.001810
10288,TOHOKU MATHEMATICAL JOURNAL,956,0.548,0.630,0.001670
10303,JOURNAL OF TESTING AND EVALUATION,"1,264",0.547,0.644,0.001390
10303,Journal of Aggression Maltreatment & Trauma,692,0.547,Not Available,0.001170
10303,Journal of Commutative Algebra,117,0.547,0.508,0.001200
10303,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-WATER MANAGEMENT,541,0.547,0.863,0.000830
10307,HISTORICAL METHODS,151,0.545,0.595,0.000460
10307,IRAL-INTERNATIONAL REVIEW OF APPLIED LINGUISTICS IN LANGUAGE TEACHING,481,0.545,Not Available,0.000290
10307,JOURNAL OF LABOR RESEARCH,382,0.545,0.688,0.000500
10307,REVISTA BRASILEIRA DE ZOOTECNIA-BRAZILIAN JOURNAL OF ANIMAL SCIENCE,"3,321",0.545,0.767,0.003120
10311,AMERICAN CRIMINAL LAW REVIEW,405,0.544,0.567,0.000650
10311,ARQUIVOS BRASILEIROS DE OFTALMOLOGIA,718,0.544,0.650,0.001180
10311,Annals of Combinatorics,401,0.544,0.594,0.002200
10311,OCEANOLOGICAL AND HYDROBIOLOGICAL STUDIES,380,0.544,0.778,0.000630
10311,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-GEOTECHNICAL ENGINEERING,477,0.544,0.686,0.000590
10316,Archive for the Psychology of Religion-Archiv fur Religionspsychologie,113,0.543,0.598,0.000160
10316,BLUMEA,523,0.543,0.484,0.000230
10316,ELECTRONIC JOURNAL OF COMBINATORICS,"1,845",0.543,0.664,0.011470
10316,JOURNAL OF THE AMERICAN LEATHER CHEMISTS ASSOCIATION,546,0.543,0.646,0.000180
10316,Pacific Journal of Optimization,349,0.543,0.583,0.001270
10316,Politikon,194,0.543,0.719,0.000400
10316,REFRACTORIES AND INDUSTRIAL CERAMICS,451,0.543,0.391,0.000260
10323,HETEROCYCLIC COMMUNICATIONS,401,0.542,0.652,0.000460
10323,INTERNATIONAL JOURNAL OF MATHEMATICS,998,0.542,0.554,0.004970
10323,JOURNAL OF THE JAPANESE AND INTERNATIONAL ECONOMIES,521,0.542,0.755,0.000830
10323,Mathematical Control and Related Fields,104,0.542,0.811,0.001250
10323,PESQUISA AGROPECUARIA BRASILEIRA,"3,396",0.542,0.951,0.003440
10328,City & Community,499,0.541,1.596,0.001190
10328,Dyna,128,0.541,0.319,0.000220
10328,International Journal of Clothing Science and Technology,405,0.541,0.547,0.000240
10328,REVISTA MEXICANA DE PSICOLOGIA,139,0.541,0.495,0.000110
10328,RUSSIAN JOURNAL OF COORDINATION CHEMISTRY,"1,098",0.541,0.434,0.000640
10328,TRANSACTIONS OF THE JAPAN SOCIETY FOR AERONAUTICAL AND SPACE SCIENCES,241,0.541,0.441,0.000460
10334,Clinical Lipidology,272,0.540,0.724,0.000710
10334,Dermatologica Sinica,138,0.540,0.544,0.000300
10334,LAW LIBRARY JOURNAL,283,0.540,0.604,0.000110
10334,STATISTICS & PROBABILITY LETTERS,"3,769",0.540,0.636,0.010500
10334,Stratigraphy,307,0.540,1.020,0.000590
10334,TRACE ELEMENTS AND ELECTROLYTES,202,0.540,0.479,0.000130
10340,Journal of Management & Organization,397,0.539,0.807,0.000520
10340,REVISTA PANAMERICANA DE SALUD PUBLICA-PAN AMERICAN JOURNAL OF PUBLIC HEALTH,"1,696",0.539,0.937,0.002750
10342,Acta Ortopedica Brasileira,280,0.538,0.522,0.000650
10342,Baltica,129,0.538,0.431,0.000170
10342,EXPERIMENTAL MATHEMATICS,718,0.538,0.800,0.002480
10342,GESUNDHEITSWESEN,"1,058",0.538,0.654,0.001440
10342,GLASS PHYSICS AND CHEMISTRY,772,0.538,0.637,0.000770
10342,HISTORY WORKSHOP JOURNAL,411,0.538,0.576,0.000860
10342,IDS BULLETIN-INSTITUTE OF DEVELOPMENT STUDIES,968,0.538,0.790,0.001460
10342,JOURNAL OF HORTICULTURAL SCIENCE & BIOTECHNOLOGY,"2,270",0.538,0.667,0.001170
10342,MONTHLY REVIEW-AN INDEPENDENT SOCIALIST MAGAZINE,520,0.538,0.693,0.000780
10342,MYCOTAXON,"2,372",0.538,0.726,0.002530
10352,INTERNATIONAL JOURNAL OF INDUSTRIAL ENGINEERING-THEORY APPLICATIONS AND PRACTICE,300,0.537,0.614,0.000290
10352,Lithuanian Journal of Physics,214,0.537,0.574,0.000380
10354,Journal of Food Measurement and Characterization,106,0.536,Not Available,0.000280
10354,MATHEMATICAL PROCEEDINGS OF THE CAMBRIDGE PHILOSOPHICAL SOCIETY,"2,102",0.536,0.731,0.004280
10354,STRENGTH AND CONDITIONING JOURNAL,758,0.536,0.745,0.000970
10354,Salud Colectiva,136,0.536,0.427,0.000140
10358,Anthropology Southern Africa,79,0.535,0.576,0.000230
10358,Asian Economic Papers,166,0.535,0.933,0.000320
10358,Experimental and Clinical Transplantation,613,0.535,0.628,0.001630
10358,Journal of Oil Palm Research,317,0.535,0.546,0.000240
10358,Nephrology Nursing Journal,485,0.535,0.761,0.000460
10358,Nephrology Nursing Journal,485,0.535,0.761,0.000460
10358,STUDIA MATHEMATICA,"2,511",0.535,0.775,0.004800
10365,Acta Geographica Slovenica-Geografski Zbornik,136,0.533,0.780,0.000190
10365,China Petroleum Processing & Petrochemical Technology,156,0.533,0.470,0.000300
10365,PACIFIC JOURNAL OF MATHEMATICS,"4,155",0.533,0.598,0.007720
10365,RUSSIAN JOURNAL OF NEMATOLOGY,171,0.533,0.658,0.000230
10365,TRANSACTIONS OF THE INDIAN INSTITUTE OF METALS,728,0.533,0.632,0.001320
10370,ANIMAL BIODIVERSITY AND CONSERVATION,370,0.532,0.694,0.000560
10370,Czech Journal of Genetics and Plant Breeding,202,0.532,0.631,0.000390
10370,Zeitschrift der Deutschen Gesellschaft fur Geowissenschaften,237,0.532,0.784,0.000490
10373,JAPANESE PSYCHOLOGICAL RESEARCH,317,0.531,0.616,0.000580
10373,Science and Technology of Nuclear Installations,366,0.531,0.769,0.001840
10375,Chungara-Revista de Antropologia Chilena,341,0.530,0.583,0.000510
10375,Rechtsmedizin,245,0.530,0.388,0.000230
10377,Baltic Journal of Economics,44,0.529,0.635,0.000070
10377,HORTTECHNOLOGY,"1,863",0.529,0.792,0.001510
10377,International Journal of Maritime Engineering,87,0.529,0.560,0.000210
10377,JARQ-JAPAN AGRICULTURAL RESEARCH QUARTERLY,574,0.529,0.579,0.000620
10377,JOURNAL OF GEOGRAPHY IN HIGHER EDUCATION,697,0.529,0.910,0.000480
10377,Journal of Pseudo-Differential Operators and Applications,84,0.529,0.563,0.000560
10377,Journal of Systems Engineering and Electronics,825,0.529,0.685,0.001520
10377,Notfall & Rettungsmedizin,290,0.529,0.431,0.000320
10377,PROBUS,166,0.529,0.659,0.000200
10377,RUSSIAN CHEMICAL BULLETIN,"3,499",0.529,0.619,0.003120
10377,Serbian Astronomical Journal,83,0.529,0.373,0.000110
10388,Energy Sources Part A-Recovery Utilization and Environmental Effects,"1,706",0.527,0.648,0.002030
10388,INSIGHT,663,0.527,0.638,0.000910
10388,International Journal of Number Theory,484,0.527,0.479,0.003960
10388,JOURNAL OF ASIAN AND AFRICAN STUDIES,328,0.527,Not Available,0.000800
10388,JOURNAL OF CONTEMPORARY HISTORY,597,0.527,0.470,0.000990
10393,Infancia y Aprendizaje,327,0.526,0.680,0.000380
10393,Russian Journal of Marine Biology,596,0.526,0.607,0.000580
10393,SEMIGROUP FORUM,868,0.526,0.556,0.002200
10396,AERONAUTICAL JOURNAL,687,0.525,0.565,0.001010
10396,Journal of Electrical Engineering & Technology,768,0.525,0.581,0.001830
10396,Journal of K-Theory,186,0.525,0.554,0.002150
10396,ZOOLOGY IN THE MIDDLE EAST,416,0.525,0.513,0.000680
10400,AQUATIC INSECTS,323,0.524,0.462,0.000180
10400,JOURNAL OF OPERATOR THEORY,896,0.524,0.611,0.002640
10400,MATERIALWISSENSCHAFT UND WERKSTOFFTECHNIK,959,0.524,0.574,0.001140
10400,STATISTICA NEERLANDICA,641,0.524,0.911,0.001140
10400,Social Dynamics-A Journal of African Studies,280,0.524,0.581,0.000530
10400,TOPICS IN LANGUAGE DISORDERS,562,0.524,1.223,0.000600
10406,APPLIED CATEGORICAL STRUCTURES,282,0.523,0.500,0.001630
10406,Acta Scientiarum Polonorum-Hortorum Cultus,352,0.523,0.550,0.000620
10406,Clinical Case Studies,228,0.523,Not Available,0.000310
10409,Journal of Politeness Research-Language Behaviour Culture,179,0.522,0.824,0.000250
10409,Turk Psikiyatri Dergisi,575,0.522,0.684,0.000280
10411,DOKLADY PHYSICS,776,0.521,0.468,0.001500
10411,INDIAN JOURNAL OF PURE & APPLIED PHYSICS,"1,549",0.521,0.737,0.001220
10411,Journal of Korean Academy of Nursing,564,0.521,0.667,0.000940
10411,Journal of Korean Academy of Nursing,564,0.521,0.667,0.000940
10411,Mathematical Modelling and Analysis,280,0.521,0.532,0.000720
10411,Medizinische Klinik-Intensivmedizin und Notfallmedizin,188,0.521,0.567,0.000410
10417,ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE,496,0.520,0.561,0.000360
10417,BOSQUE,348,0.520,0.636,0.000520
10417,CAHIERS DE BIOLOGIE MARINE,756,0.520,0.687,0.000750
10417,Latin American Economic Review,13,0.520,0.520,0.000070
10417,PRAMANA-JOURNAL OF PHYSICS,"1,809",0.520,0.592,0.001920
10422,AIRCRAFT ENGINEERING AND AEROSPACE TECHNOLOGY,420,0.519,0.592,0.000470
10422,DOKLADY EARTH SCIENCES,"1,956",0.519,0.579,0.004140
10422,Education and Training in Autism and Developmental Disabilities,233,0.519,0.928,0.000880
10422,International Review of Research in Developmental Disabilities,54,0.519,0.684,0.000250
10422,JOURNAL OF AVIAN MEDICINE AND SURGERY,397,0.519,0.680,0.000360
10422,REVISTA MEDICA DE CHILE,"1,443",0.519,0.525,0.001460
10422,Risk Management-Journal of Risk Crisis and Disaster,114,0.519,0.600,0.000160
10422,SENSORS AND MATERIALS,384,0.519,0.607,0.000530
10422,SOCIOLOGICAL RESEARCH ONLINE,703,0.519,0.852,0.001840
10422,ZEITSCHRIFT FUR ETHNOLOGIE,85,0.519,0.431,0.000150
10432,CANADIAN VETERINARY JOURNAL-REVUE VETERINAIRE CANADIENNE,"2,438",0.518,0.761,0.002330
10432,JOURNAL OF CARDIAC SURGERY,"1,431",0.518,0.812,0.003080
10432,JOURNAL OF WORLD TRADE,320,0.518,0.495,0.000650
10435,Cold War History,137,0.517,0.457,0.000810
10435,HAHR-Hispanic American Historical Review,364,0.517,0.649,0.000380
10435,IEEJ Transactions on Electrical and Electronic Engineering,489,0.517,0.466,0.000760
10435,Journal of East Asian Studies,194,0.517,0.936,0.000630
10435,Journal of Global Information Management,319,0.517,0.727,0.000130
10435,NEW ZEALAND ENTOMOLOGIST,172,0.517,0.514,0.000160
10435,Progress in Community Health Partnerships-Research Education and Action,349,0.517,0.864,0.000850
10442,ACTA BOTANICA CROATICA,232,0.516,0.694,0.000370
10442,CARYOLOGIA,808,0.516,0.626,0.000430
10442,DESIGN AUTOMATION FOR EMBEDDED SYSTEMS,139,0.516,0.824,0.000350
10442,EKOLOJI,251,0.516,0.636,0.000390
10442,ELECTROMAGNETICS,410,0.516,0.500,0.000580
10442,Food Culture & Society,194,0.516,0.733,0.000700
10442,Journal of Experimental Psychopathology,235,0.516,Not Available,0.001130
10442,Journal of Mens Health,206,0.516,0.762,0.000480
10442,Journal of Mens Health,206,0.516,0.762,0.000480
10442,Revista Ciencia Agronomica,655,0.516,0.724,0.001560
10442,SCIENCE & SPORTS,290,0.516,0.588,0.000510
10442,Zeitschrift fur Wirtschaftsgeographie,68,0.516,0.514,0.000150
10454,IET Computers and Digital Techniques,231,0.515,0.589,0.000490
10454,Journal of Semiconductor Technology and Science,275,0.515,0.524,0.000730
10456,CHINESE JOURNAL OF PHYSICS,548,0.514,0.479,0.000910
10456,Environment Protection Engineering,385,0.514,0.848,0.000510
10456,Grundwasser,139,0.514,0.699,0.000240
10456,JOURNAL OF THE CANADIAN DENTAL ASSOCIATION,"1,230",0.514,0.703,0.000800
10456,Journal of Friction and Wear,348,0.514,0.476,0.000640
10456,MINDS AND MACHINES,358,0.514,0.775,0.000450
10462,ANNALES DE LA SOCIETE ENTOMOLOGIQUE DE FRANCE,"1,340",0.513,0.525,0.000560
10462,CHINESE JOURNAL OF ELECTRONICS,529,0.513,0.452,0.000750
10462,Econometrics Journal,791,0.513,1.583,0.002870
10462,Econometrics Journal,791,0.513,1.583,0.002870
10466,Journal of Agromedicine,411,0.512,0.941,0.000670
10466,NOVON,629,0.512,0.472,0.000680
10466,Survey Methodology,639,0.512,1.116,0.000830
10466,Survey Methodology,639,0.512,1.116,0.000830
10470,GEOLOGY OF ORE DEPOSITS,546,0.511,0.604,0.000960
10470,INTERNATIONAL JOURNAL OF FINANCE & ECONOMICS,420,0.511,0.917,0.000580
10470,JOURNAL OF SYMBOLIC LOGIC,"1,997",0.511,0.587,0.003970
10470,Journal of Nano Research,304,0.511,0.516,0.000490
10470,STUDIA PSYCHOLOGICA,241,0.511,0.718,0.000240
10475,REVISTA ARGENTINA DE MICROBIOLOGIA,338,0.510,0.684,0.000580
10475,SCOTTISH MEDICAL JOURNAL,512,0.510,0.667,0.000640
10477,Fluid Dynamics,966,0.509,0.429,0.000670
10477,Numerical Mathematics-Theory Methods and Applications,190,0.509,0.747,0.000910
10477,PATHOLOGE,594,0.509,0.424,0.000460
10480,Geofisica Internacional,488,0.508,0.622,0.000460
10480,Journal of Baltic Science Education,167,0.508,0.530,0.000270
10480,Journal of Beliefs & Values-Studies in Religion & Education,130,0.508,0.397,0.000230
10480,Politics and Religion,126,0.508,0.711,0.000670
10480,VITIS,"1,169",0.508,0.741,0.000590
10485,INTERNATIONAL JOURNAL,814,0.507,1.194,0.000820
10485,International Journal of Surface Science and Engineering,111,0.507,0.423,0.000180
10485,JOURNAL OF NONPARAMETRIC STATISTICS,668,0.507,0.786,0.002590
10488,ACTA BIOLOGICA HUNGARICA,448,0.506,0.581,0.000420
10488,JOURNAL OF CHILD & ADOLESCENT SUBSTANCE ABUSE,359,0.506,0.733,0.000550
10488,NATURAL LANGUAGE & LINGUISTIC THEORY,876,0.506,1.113,0.001630
10491,APPLIED ENGINEERING IN AGRICULTURE,"1,590",0.505,0.667,0.001210
10491,ASTROPHYSICS,605,0.505,0.531,0.000600
10491,GLASGOW MATHEMATICAL JOURNAL,653,0.505,0.476,0.002020
10491,JOURNAL OF THE KANSAS ENTOMOLOGICAL SOCIETY,"1,105",0.505,0.571,0.000510
10491,TEACHING OF PSYCHOLOGY,959,0.505,0.830,0.000850
10496,DOKLADY PHYSICAL CHEMISTRY,385,0.504,0.471,0.000610
10497,IEICE TRANSACTIONS ON ELECTRONICS,"1,075",0.503,0.354,0.001560
10497,Moscow University Physics Bulletin,260,0.503,0.325,0.000440
10499,Spanish Journal of Psychology,884,0.502,0.738,0.001710
10499,Spanish Journal of Psychology,884,0.502,0.738,0.001710
10501,ACM Journal on Computing and Cultural Heritage,90,0.500,Not Available,0.000190
10501,AFRICAN JOURNAL OF HERPETOLOGY,129,0.500,0.619,0.000180
10501,AMERICAN BANKRUPTCY LAW JOURNAL,243,0.500,0.608,0.000180
10501,AMERICAN JOURNAL OF FAMILY THERAPY,518,0.500,0.697,0.000310
10501,Africa Spectrum,207,0.500,0.949,0.000500
10501,BULLETIN OF THE GEOLOGICAL SOCIETY OF FINLAND,157,0.500,0.892,0.000170
10501,CANADIAN JOURNAL OF DIETETIC PRACTICE AND RESEARCH,340,0.500,0.682,0.000450
10501,DEFENCE SCIENCE JOURNAL,680,0.500,0.602,0.000590
10501,EPIDEMIOLOGIE MIKROBIOLOGIE IMUNOLOGIE,124,0.500,0.429,0.000150
10501,Gedrag & Organisatie,141,0.500,0.556,0.000100
10501,Health Promotion and Chronic Disease Prevention in Canada-Research Policy and Practice,14,0.500,0.500,0.000050
10501,IEEE Pulse,203,0.500,0.731,0.000780
10501,International Journal of Biostatistics,426,0.500,0.862,0.001350
10501,International Journal of Sport Finance,191,0.500,0.889,0.000280
10501,JOURNAL OF POST KEYNESIAN ECONOMICS,483,0.500,0.631,0.000470
10501,Journal of Australian Political Economy,101,0.500,0.600,0.000290
10501,Journal of Engineered Fibers and Fabrics,514,0.500,1.003,0.001070
10501,Journal of Grey System,356,0.500,0.476,0.000200
10501,Journal of Ship Production and Design,46,0.500,0.432,0.000150
10501,Journal of Symplectic Geometry,227,0.500,0.754,0.001710
10501,LC GC NORTH AMERICA,490,0.500,0.369,0.000610
10501,Lithuanian Mathematical Journal,222,0.500,0.425,0.000810
10501,Molecular & Cellular Biomechanics,146,0.500,Not Available,0.000210
10501,Notes and Records-The Royal Society Journal of the History of Science,214,0.500,0.474,0.000450
10501,ORNITHOLOGICAL SCIENCE,165,0.500,0.690,0.000210
10501,OUTLOOK ON AGRICULTURE,336,0.500,0.483,0.000300
10501,PHYTON-ANNALES REI BOTANICAE,355,0.500,0.577,0.000190
10501,Review of Network Economics,245,0.500,0.595,0.000450
10501,Revista Iberoamericana de Automatica e Informatica Industrial,144,0.500,0.406,0.000280
10501,SOCIETY,637,0.500,0.541,0.000840
10501,SOLAR SYSTEM RESEARCH,499,0.500,0.569,0.000920
10501,Systems Engineering,489,0.500,0.938,0.000500
10501,THALASSAS,98,0.500,0.521,0.000140
10501,Theoretical and Experimental Chemistry,450,0.500,0.451,0.000270
10501,Transactions of FAMENA,111,0.500,0.388,0.000110
10501,ZEITSCHRIFT FUR ARBEITS-UND ORGANISATIONSPSYCHOLOGIE,128,0.500,0.543,0.000140
10501,ZEITSCHRIFT FUR DIALEKTOLOGIE UND LINGUISTIK,45,0.500,0.457,0.000090
10538,Acta Medica Portuguesa,475,0.498,0.456,0.000900
10538,CHINESE JOURNAL OF CHEMICAL PHYSICS,591,0.498,0.515,0.000950
10540,Acta Clinica Croatica,338,0.497,0.512,0.000710
10540,DIFFERENTIAL GEOMETRY AND ITS APPLICATIONS,598,0.497,0.623,0.003460
10540,INDIAN JOURNAL OF CANCER,835,0.497,0.823,0.001210
10540,Journal of Nanoelectronics and Optoelectronics,420,0.497,0.485,0.000730
10544,Botanical Sciences,122,0.496,0.589,0.000420
10544,CEREAL RESEARCH COMMUNICATIONS,651,0.496,0.515,0.000560
10544,COLEOPTERISTS BULLETIN,682,0.496,0.493,0.000650
10544,JOURNAL OF CONVEX ANALYSIS,657,0.496,0.602,0.002180
10544,Solid Fuel Chemistry,345,0.496,0.410,0.000220
10549,KLINIK PSIKOFARMAKOLOJI BULTENI-BULLETIN OF CLINICAL PSYCHOPHARMACOLOGY,292,0.495,0.515,0.000350
10549,REVISTA DE BIOLOGIA TROPICAL,"2,017",0.495,0.661,0.002090
10551,ACTA CHIRURGICA BELGICA,809,0.494,0.519,0.000950
10551,Emirates Journal of Food and Agriculture,408,0.494,Not Available,0.001000
10551,INDIAN JOURNAL OF CHEMISTRY SECTION A-INORGANIC BIO-INORGANIC PHYSICAL THEORETICAL & ANALYTICAL CHEMISTRY,"1,414",0.494,0.732,0.000920
10551,THEORETICAL FOUNDATIONS OF CHEMICAL ENGINEERING,727,0.494,0.554,0.000660
10555,EURE-REVISTA LATINOAMERICANA DE ESTUDIOS URBANO REGIONALES,467,0.493,0.850,0.000310
10555,INVESTIGACION CLINICA,207,0.493,0.512,0.000240
10555,JOURNAL OF THE INDIAN INSTITUTE OF SCIENCE,297,0.493,Not Available,0.000520
10555,Journal of Essential Oil Bearing Plants,802,0.493,0.636,0.000960
10555,PETROLEUM CHEMISTRY,564,0.493,0.601,0.000780
10555,Videosurgery and Other Miniinvasive Techniques,204,0.493,0.492,0.000430
10561,AUTOMATION AND REMOTE CONTROL,"1,469",0.492,0.498,0.002040
10561,Asia-Pacific Journal of Financial Studies,126,0.492,0.481,0.000200
10561,OCEANOLOGY,892,0.492,0.575,0.001100
10561,RUSSIAN JOURNAL OF NONDESTRUCTIVE TESTING,579,0.492,0.486,0.000340
10565,ACTA BIOLOGICA CRACOVIENSIA SERIES BOTANICA,364,0.491,0.787,0.000440
10565,MOLLUSCAN RESEARCH,170,0.491,0.529,0.000250
10565,PAKISTAN JOURNAL OF ZOOLOGY,994,0.491,0.525,0.001500
10565,Revista Internacional de Sociologia,165,0.491,0.476,0.000240
10565,SURFACE REVIEW AND LETTERS,666,0.491,0.426,0.000370
10570,Idojaras,177,0.490,0.944,0.000350
10570,Journal of the History of Economic Thought,186,0.490,0.419,0.000510
10570,MAIN GROUP METAL CHEMISTRY,207,0.490,0.433,0.000140
10570,NURSING SCIENCE QUARTERLY,578,0.490,0.571,0.000280
10570,NURSING SCIENCE QUARTERLY,578,0.490,0.571,0.000280
10570,Revista Chilena de Infectologia,418,0.490,0.562,0.000840
10570,SOCIAL SCIENCE INFORMATION SUR LES SCIENCES SOCIALES,862,0.490,0.690,0.000570
10570,South African Journal on Human Rights,264,0.490,0.441,0.000150
10578,CHINESE JOURNAL OF INORGANIC CHEMISTRY,"1,266",0.489,0.391,0.001170
10578,Central European Journal of Mathematics,506,0.489,0.529,0.003770
10578,Culture and Organization,202,0.489,0.675,0.000370
10578,JAPAN AND THE WORLD ECONOMY,334,0.489,0.679,0.000560
10578,JOURNAL OF ALGEBRA AND ITS APPLICATIONS,602,0.489,0.538,0.004280
10578,SWISS JOURNAL OF PSYCHOLOGY,284,0.489,0.795,0.000510
10578,Synthesis and Reactivity in Inorganic Metal-Organic and Nano-Metal Chemistry,"1,430",0.489,0.495,0.001270
10578,VETERINARNI MEDICINA,"1,051",0.489,0.878,0.001300
10586,COMPUTING AND INFORMATICS,338,0.488,0.624,0.000530
10586,INTERNATIONAL JOURNAL OF MATERIALS & PRODUCT TECHNOLOGY,377,0.488,0.434,0.000330
10586,Journal of Dental Sciences,235,0.488,0.606,0.000630
10586,Nexus Network Journal,139,0.488,0.432,0.000100
10586,QUATERNAIRE,467,0.488,0.836,0.000380
10591,COMPEL-THE INTERNATIONAL JOURNAL FOR COMPUTATION AND MATHEMATICS IN ELECTRICAL AND ELECTRONIC ENGINEERING,711,0.487,0.496,0.001210
10591,LATIN AMERICAN PERSPECTIVES,624,0.487,0.659,0.000930
10591,OIL GAS-EUROPEAN MAGAZINE,155,0.487,0.461,0.000160
10594,CANADIAN MATHEMATICAL BULLETIN-BULLETIN CANADIEN DE MATHEMATIQUES,911,0.486,0.418,0.002730
10594,Homology Homotopy and Applications,247,0.486,0.485,0.001490
10594,JAPAN JOURNAL OF INDUSTRIAL AND APPLIED MATHEMATICS,317,0.486,0.566,0.000780
10594,JOURNAL OF ECONOMIC EDUCATION,742,0.486,0.667,0.000410
10594,Quality Technology and Quantitative Management,233,0.486,0.861,0.000670
